ACTIVE,FAULT_CODE,FAULT_FAMILY,FAULT_MEMBER,PRIORITY,SYSTEM_TS
Y,code_prec,family_prec,member_prec,2,06-Nov-19 08.08.13.393633 AM
N,code_prec,family_prec,member_prec,2,06-Nov-19 08.18.13.393633 AM
Y,code_prec,family_prec,member_prec,2,06-Nov-19 08.31.33.393633 AM
N,code_prec,family_prec,member_prec,2,06-Nov-19 08.41.33.393633 AM
Y,code_cons,family_cons,member_cons,3,06-Nov-19 09.41.33.393633 AM
N,code_cons,family_cons,member_cons,3,06-Nov-19 09.44.53.393633 AM
Y,code_prec,family_prec,member_prec,2,06-Nov-19 09.58.13.393633 PM
N,code_prec,family_prec,member_prec,2,06-Nov-19 10.08.13.393633 PM
Y,code_prec,family_prec,member_prec,2,06-Nov-19 10.21.33.393633 PM
N,code_prec,family_prec,member_prec,2,06-Nov-19 10.31.33.393633 PM
Y,code_cons,family_cons,member_cons,3,06-Nov-19 11.31.33.393633 PM
N,code_cons,family_cons,member_cons,3,06-Nov-19 11.34.53.393633 PM
Y,code_prec,family_prec,member_prec,2,07-Nov-19 11.48.13.393633 AM
N,code_prec,family_prec,member_prec,2,07-Nov-19 11.58.13.393633 AM
Y,code_prec,family_prec,member_prec,2,07-Nov-19 12.11.33.393633 PM
N,code_prec,family_prec,member_prec,2,07-Nov-19 12.21.33.393633 PM
Y,code_cons,family_cons,member_cons,3,07-Nov-19 01.21.33.393633 PM
N,code_cons,family_cons,member_cons,3,07-Nov-19 01.24.53.393633 PM
Y,code_prec,family_prec,member_prec,2,08-Nov-19 01.38.13.393633 AM
N,code_prec,family_prec,member_prec,2,08-Nov-19 01.48.13.393633 AM
Y,code_prec,family_prec,member_prec,2,08-Nov-19 02.01.33.393633 AM
N,code_prec,family_prec,member_prec,2,08-Nov-19 02.11.33.393633 AM
Y,code_cons,family_cons,member_cons,3,08-Nov-19 03.11.33.393633 AM
N,code_cons,family_cons,member_cons,3,08-Nov-19 03.14.53.393633 AM
Y,code_prec,family_prec,member_prec,2,08-Nov-19 03.28.13.393633 PM
N,code_prec,family_prec,member_prec,2,08-Nov-19 03.38.13.393633 PM
Y,code_prec,family_prec,member_prec,2,08-Nov-19 03.51.33.393633 PM
N,code_prec,family_prec,member_prec,2,08-Nov-19 04.01.33.393633 PM
Y,code_cons,family_cons,member_cons,3,08-Nov-19 05.01.33.393633 PM
N,code_cons,family_cons,member_cons,3,08-Nov-19 05.04.53.393633 PM
Y,code_prec,family_prec,member_prec,2,09-Nov-19 05.18.13.393633 AM
N,code_prec,family_prec,member_prec,2,09-Nov-19 05.28.13.393633 AM
Y,code_prec,family_prec,member_prec,2,09-Nov-19 05.41.33.393633 AM
N,code_prec,family_prec,member_prec,2,09-Nov-19 05.51.33.393633 AM
Y,code_cons,family_cons,member_cons,3,09-Nov-19 06.51.33.393633 AM
N,code_cons,family_cons,member_cons,3,09-Nov-19 06.54.53.393633 AM
Y,code_prec,family_prec,member_prec,2,09-Nov-19 07.08.13.393633 PM
N,code_prec,family_prec,member_prec,2,09-Nov-19 07.18.13.393633 PM
Y,code_prec,family_prec,member_prec,2,09-Nov-19 07.31.33.393633 PM
N,code_prec,family_prec,member_prec,2,09-Nov-19 07.41.33.393633 PM
Y,code_cons,family_cons,member_cons,3,09-Nov-19 08.41.33.393633 PM
N,code_cons,family_cons,member_cons,3,09-Nov-19 08.44.53.393633 PM
Y,code_prec,family_prec,member_prec,2,10-Nov-19 08.58.13.393633 AM
N,code_prec,family_prec,member_prec,2,10-Nov-19 09.08.13.393633 AM
Y,code_prec,family_prec,member_prec,2,10-Nov-19 09.21.33.393633 AM
N,code_prec,family_prec,member_prec,2,10-Nov-19 09.31.33.393633 AM
Y,code_cons,family_cons,member_cons,3,10-Nov-19 10.31.33.393633 AM
N,code_cons,family_cons,member_cons,3,10-Nov-19 10.34.53.393633 AM
Y,code_prec,family_prec,member_prec,2,10-Nov-19 10.48.13.393633 PM
N,code_prec,family_prec,member_prec,2,10-Nov-19 10.58.13.393633 PM
Y,code_prec,family_prec,member_prec,2,10-Nov-19 11.11.33.393633 PM
N,code_prec,family_prec,member_prec,2,10-Nov-19 11.21.33.393633 PM
Y,code_cons,family_cons,member_cons,3,11-Nov-19 12.21.33.393633 AM
N,code_cons,family_cons,member_cons,3,11-Nov-19 12.24.53.393633 AM
Y,code_prec,family_prec,member_prec,2,11-Nov-19 12.38.13.393633 PM
N,code_prec,family_prec,member_prec,2,11-Nov-19 12.48.13.393633 PM
Y,code_prec,family_prec,member_prec,2,11-Nov-19 01.01.33.393633 PM
N,code_prec,family_prec,member_prec,2,11-Nov-19 01.11.33.393633 PM
Y,code_cons,family_cons,member_cons,3,11-Nov-19 02.11.33.393633 PM
N,code_cons,family_cons,member_cons,3,11-Nov-19 02.14.53.393633 PM
Y,code_prec,family_prec,member_prec,2,12-Nov-19 02.28.13.393633 AM
N,code_prec,family_prec,member_prec,2,12-Nov-19 02.38.13.393633 AM
Y,code_prec,family_prec,member_prec,2,12-Nov-19 02.51.33.393633 AM
N,code_prec,family_prec,member_prec,2,12-Nov-19 03.01.33.393633 AM
Y,code_cons,family_cons,member_cons,3,12-Nov-19 04.01.33.393633 AM
N,code_cons,family_cons,member_cons,3,12-Nov-19 04.04.53.393633 AM
Y,code_prec,family_prec,member_prec,2,12-Nov-19 04.18.13.393633 PM
N,code_prec,family_prec,member_prec,2,12-Nov-19 04.28.13.393633 PM
Y,code_prec,family_prec,member_prec,2,12-Nov-19 04.41.33.393633 PM
N,code_prec,family_prec,member_prec,2,12-Nov-19 04.51.33.393633 PM
Y,code_cons,family_cons,member_cons,3,12-Nov-19 05.51.33.393633 PM
N,code_cons,family_cons,member_cons,3,12-Nov-19 05.54.53.393633 PM
Y,code_prec,family_prec,member_prec,2,13-Nov-19 06.08.13.393633 AM
N,code_prec,family_prec,member_prec,2,13-Nov-19 06.18.13.393633 AM
Y,code_prec,family_prec,member_prec,2,13-Nov-19 06.31.33.393633 AM
N,code_prec,family_prec,member_prec,2,13-Nov-19 06.41.33.393633 AM
Y,code_cons,family_cons,member_cons,3,13-Nov-19 07.41.33.393633 AM
N,code_cons,family_cons,member_cons,3,13-Nov-19 07.44.53.393633 AM
Y,code_prec,family_prec,member_prec,2,13-Nov-19 07.58.13.393633 PM
N,code_prec,family_prec,member_prec,2,13-Nov-19 08.08.13.393633 PM
Y,code_prec,family_prec,member_prec,2,13-Nov-19 08.21.33.393633 PM
N,code_prec,family_prec,member_prec,2,13-Nov-19 08.31.33.393633 PM
Y,code_cons,family_cons,member_cons,3,13-Nov-19 09.31.33.393633 PM
N,code_cons,family_cons,member_cons,3,13-Nov-19 09.34.53.393633 PM
Y,code_prec,family_prec,member_prec,2,14-Nov-19 09.48.13.393633 AM
N,code_prec,family_prec,member_prec,2,14-Nov-19 09.58.13.393633 AM
Y,code_prec,family_prec,member_prec,2,14-Nov-19 10.11.33.393633 AM
N,code_prec,family_prec,member_prec,2,14-Nov-19 10.21.33.393633 AM
Y,code_cons,family_cons,member_cons,3,14-Nov-19 11.21.33.393633 AM
N,code_cons,family_cons,member_cons,3,14-Nov-19 11.24.53.393633 AM
Y,code_prec,family_prec,member_prec,2,14-Nov-19 11.38.13.393633 PM
N,code_prec,family_prec,member_prec,2,14-Nov-19 11.48.13.393633 PM
Y,code_prec,family_prec,member_prec,2,15-Nov-19 12.01.33.393633 AM
N,code_prec,family_prec,member_prec,2,15-Nov-19 12.11.33.393633 AM
Y,code_cons,family_cons,member_cons,3,15-Nov-19 01.11.33.393633 AM
N,code_cons,family_cons,member_cons,3,15-Nov-19 01.14.53.393633 AM
Y,code_prec,family_prec,member_prec,2,15-Nov-19 01.28.13.393633 PM
N,code_prec,family_prec,member_prec,2,15-Nov-19 01.38.13.393633 PM
Y,code_prec,family_prec,member_prec,2,15-Nov-19 01.51.33.393633 PM
N,code_prec,family_prec,member_prec,2,15-Nov-19 02.01.33.393633 PM
Y,code_cons,family_cons,member_cons,3,15-Nov-19 03.01.33.393633 PM
N,code_cons,family_cons,member_cons,3,15-Nov-19 03.04.53.393633 PM
Y,code_prec,family_prec,member_prec,2,16-Nov-19 03.18.13.393633 AM
N,code_prec,family_prec,member_prec,2,16-Nov-19 03.28.13.393633 AM
Y,code_prec,family_prec,member_prec,2,16-Nov-19 03.41.33.393633 AM
N,code_prec,family_prec,member_prec,2,16-Nov-19 03.51.33.393633 AM
Y,code_cons,family_cons,member_cons,3,16-Nov-19 04.51.33.393633 AM
N,code_cons,family_cons,member_cons,3,16-Nov-19 04.54.53.393633 AM
Y,code_prec,family_prec,member_prec,2,16-Nov-19 05.08.13.393633 PM
N,code_prec,family_prec,member_prec,2,16-Nov-19 05.18.13.393633 PM
Y,code_prec,family_prec,member_prec,2,16-Nov-19 05.31.33.393633 PM
N,code_prec,family_prec,member_prec,2,16-Nov-19 05.41.33.393633 PM
Y,code_cons,family_cons,member_cons,3,16-Nov-19 06.41.33.393633 PM
N,code_cons,family_cons,member_cons,3,16-Nov-19 06.44.53.393633 PM
Y,code_prec,family_prec,member_prec,2,17-Nov-19 06.58.13.393633 AM
N,code_prec,family_prec,member_prec,2,17-Nov-19 07.08.13.393633 AM
Y,code_prec,family_prec,member_prec,2,17-Nov-19 07.21.33.393633 AM
N,code_prec,family_prec,member_prec,2,17-Nov-19 07.31.33.393633 AM
Y,code_cons,family_cons,member_cons,3,17-Nov-19 08.31.33.393633 AM
N,code_cons,family_cons,member_cons,3,17-Nov-19 08.34.53.393633 AM
Y,code_prec,family_prec,member_prec,2,17-Nov-19 08.48.13.393633 PM
N,code_prec,family_prec,member_prec,2,17-Nov-19 08.58.13.393633 PM
Y,code_prec,family_prec,member_prec,2,17-Nov-19 09.11.33.393633 PM
N,code_prec,family_prec,member_prec,2,17-Nov-19 09.21.33.393633 PM
Y,code_cons,family_cons,member_cons,3,17-Nov-19 10.21.33.393633 PM
N,code_cons,family_cons,member_cons,3,17-Nov-19 10.24.53.393633 PM
Y,code_prec,family_prec,member_prec,2,18-Nov-19 10.38.13.393633 AM
N,code_prec,family_prec,member_prec,2,18-Nov-19 10.48.13.393633 AM
Y,code_prec,family_prec,member_prec,2,18-Nov-19 11.01.33.393633 AM
N,code_prec,family_prec,member_prec,2,18-Nov-19 11.11.33.393633 AM
Y,code_cons,family_cons,member_cons,3,18-Nov-19 12.11.33.393633 PM
N,code_cons,family_cons,member_cons,3,18-Nov-19 12.14.53.393633 PM
Y,code_prec,family_prec,member_prec,2,19-Nov-19 12.28.13.393633 AM
N,code_prec,family_prec,member_prec,2,19-Nov-19 12.38.13.393633 AM
Y,code_prec,family_prec,member_prec,2,19-Nov-19 12.51.33.393633 AM
N,code_prec,family_prec,member_prec,2,19-Nov-19 01.01.33.393633 AM
Y,code_cons,family_cons,member_cons,3,19-Nov-19 02.01.33.393633 AM
N,code_cons,family_cons,member_cons,3,19-Nov-19 02.04.53.393633 AM
Y,code_prec,family_prec,member_prec,2,19-Nov-19 02.18.13.393633 PM
N,code_prec,family_prec,member_prec,2,19-Nov-19 02.28.13.393633 PM
Y,code_prec,family_prec,member_prec,2,19-Nov-19 02.41.33.393633 PM
N,code_prec,family_prec,member_prec,2,19-Nov-19 02.51.33.393633 PM
Y,code_cons,family_cons,member_cons,3,19-Nov-19 03.51.33.393633 PM
N,code_cons,family_cons,member_cons,3,19-Nov-19 03.54.53.393633 PM
Y,code_prec,family_prec,member_prec,2,20-Nov-19 04.08.13.393633 AM
N,code_prec,family_prec,member_prec,2,20-Nov-19 04.18.13.393633 AM
Y,code_prec,family_prec,member_prec,2,20-Nov-19 04.31.33.393633 AM
N,code_prec,family_prec,member_prec,2,20-Nov-19 04.41.33.393633 AM
Y,code_cons,family_cons,member_cons,3,20-Nov-19 05.41.33.393633 AM
N,code_cons,family_cons,member_cons,3,20-Nov-19 05.44.53.393633 AM
Y,code_prec,family_prec,member_prec,2,20-Nov-19 05.58.13.393633 PM
N,code_prec,family_prec,member_prec,2,20-Nov-19 06.08.13.393633 PM
Y,code_prec,family_prec,member_prec,2,20-Nov-19 06.21.33.393633 PM
N,code_prec,family_prec,member_prec,2,20-Nov-19 06.31.33.393633 PM
Y,code_cons,family_cons,member_cons,3,20-Nov-19 07.31.33.393633 PM
N,code_cons,family_cons,member_cons,3,20-Nov-19 07.34.53.393633 PM
Y,code_prec,family_prec,member_prec,2,21-Nov-19 07.48.13.393633 AM
N,code_prec,family_prec,member_prec,2,21-Nov-19 07.58.13.393633 AM
Y,code_prec,family_prec,member_prec,2,21-Nov-19 08.11.33.393633 AM
N,code_prec,family_prec,member_prec,2,21-Nov-19 08.21.33.393633 AM
Y,code_cons,family_cons,member_cons,3,21-Nov-19 09.21.33.393633 AM
N,code_cons,family_cons,member_cons,3,21-Nov-19 09.24.53.393633 AM
Y,code_prec,family_prec,member_prec,2,21-Nov-19 09.38.13.393633 PM
N,code_prec,family_prec,member_prec,2,21-Nov-19 09.48.13.393633 PM
Y,code_prec,family_prec,member_prec,2,21-Nov-19 10.01.33.393633 PM
N,code_prec,family_prec,member_prec,2,21-Nov-19 10.11.33.393633 PM
Y,code_cons,family_cons,member_cons,3,21-Nov-19 11.11.33.393633 PM
N,code_cons,family_cons,member_cons,3,21-Nov-19 11.14.53.393633 PM
Y,code_prec,family_prec,member_prec,2,22-Nov-19 11.28.13.393633 AM
N,code_prec,family_prec,member_prec,2,22-Nov-19 11.38.13.393633 AM
Y,code_prec,family_prec,member_prec,2,22-Nov-19 11.51.33.393633 AM
N,code_prec,family_prec,member_prec,2,22-Nov-19 12.01.33.393633 PM
Y,code_cons,family_cons,member_cons,3,22-Nov-19 01.01.33.393633 PM
N,code_cons,family_cons,member_cons,3,22-Nov-19 01.04.53.393633 PM
Y,code_prec,family_prec,member_prec,2,23-Nov-19 01.18.13.393633 AM
N,code_prec,family_prec,member_prec,2,23-Nov-19 01.28.13.393633 AM
Y,code_prec,family_prec,member_prec,2,23-Nov-19 01.41.33.393633 AM
N,code_prec,family_prec,member_prec,2,23-Nov-19 01.51.33.393633 AM
Y,code_cons,family_cons,member_cons,3,23-Nov-19 02.51.33.393633 AM
N,code_cons,family_cons,member_cons,3,23-Nov-19 02.54.53.393633 AM
Y,code_prec,family_prec,member_prec,2,23-Nov-19 03.08.13.393633 PM
N,code_prec,family_prec,member_prec,2,23-Nov-19 03.18.13.393633 PM
Y,code_prec,family_prec,member_prec,2,23-Nov-19 03.31.33.393633 PM
N,code_prec,family_prec,member_prec,2,23-Nov-19 03.41.33.393633 PM
Y,code_cons,family_cons,member_cons,3,23-Nov-19 04.41.33.393633 PM
N,code_cons,family_cons,member_cons,3,23-Nov-19 04.44.53.393633 PM
Y,code_prec,family_prec,member_prec,2,24-Nov-19 04.58.13.393633 AM
N,code_prec,family_prec,member_prec,2,24-Nov-19 05.08.13.393633 AM
Y,code_prec,family_prec,member_prec,2,24-Nov-19 05.21.33.393633 AM
N,code_prec,family_prec,member_prec,2,24-Nov-19 05.31.33.393633 AM
Y,code_cons,family_cons,member_cons,3,24-Nov-19 06.31.33.393633 AM
N,code_cons,family_cons,member_cons,3,24-Nov-19 06.34.53.393633 AM
Y,code_prec,family_prec,member_prec,2,24-Nov-19 06.48.13.393633 PM
N,code_prec,family_prec,member_prec,2,24-Nov-19 06.58.13.393633 PM
Y,code_prec,family_prec,member_prec,2,24-Nov-19 07.11.33.393633 PM
N,code_prec,family_prec,member_prec,2,24-Nov-19 07.21.33.393633 PM
Y,code_cons,family_cons,member_cons,3,24-Nov-19 08.21.33.393633 PM
N,code_cons,family_cons,member_cons,3,24-Nov-19 08.24.53.393633 PM
Y,code_prec,family_prec,member_prec,2,25-Nov-19 08.38.13.393633 AM
N,code_prec,family_prec,member_prec,2,25-Nov-19 08.48.13.393633 AM
Y,code_prec,family_prec,member_prec,2,25-Nov-19 09.01.33.393633 AM
N,code_prec,family_prec,member_prec,2,25-Nov-19 09.11.33.393633 AM
Y,code_cons,family_cons,member_cons,3,25-Nov-19 10.11.33.393633 AM
N,code_cons,family_cons,member_cons,3,25-Nov-19 10.14.53.393633 AM
Y,code_prec,family_prec,member_prec,2,25-Nov-19 10.28.13.393633 PM
N,code_prec,family_prec,member_prec,2,25-Nov-19 10.38.13.393633 PM
Y,code_prec,family_prec,member_prec,2,25-Nov-19 10.51.33.393633 PM
N,code_prec,family_prec,member_prec,2,25-Nov-19 11.01.33.393633 PM
Y,code_cons,family_cons,member_cons,3,26-Nov-19 12.01.33.393633 AM
N,code_cons,family_cons,member_cons,3,26-Nov-19 12.04.53.393633 AM
Y,code_prec,family_prec,member_prec,2,26-Nov-19 12.18.13.393633 PM
N,code_prec,family_prec,member_prec,2,26-Nov-19 12.28.13.393633 PM
Y,code_prec,family_prec,member_prec,2,26-Nov-19 12.41.33.393633 PM
N,code_prec,family_prec,member_prec,2,26-Nov-19 12.51.33.393633 PM
Y,code_cons,family_cons,member_cons,3,26-Nov-19 01.51.33.393633 PM
N,code_cons,family_cons,member_cons,3,26-Nov-19 01.54.53.393633 PM
Y,code_prec,family_prec,member_prec,2,27-Nov-19 02.08.13.393633 AM
N,code_prec,family_prec,member_prec,2,27-Nov-19 02.18.13.393633 AM
Y,code_prec,family_prec,member_prec,2,27-Nov-19 02.31.33.393633 AM
N,code_prec,family_prec,member_prec,2,27-Nov-19 02.41.33.393633 AM
Y,code_cons,family_cons,member_cons,3,27-Nov-19 03.41.33.393633 AM
N,code_cons,family_cons,member_cons,3,27-Nov-19 03.44.53.393633 AM
Y,code_prec,family_prec,member_prec,2,27-Nov-19 03.58.13.393633 PM
N,code_prec,family_prec,member_prec,2,27-Nov-19 04.08.13.393633 PM
Y,code_prec,family_prec,member_prec,2,27-Nov-19 04.21.33.393633 PM
N,code_prec,family_prec,member_prec,2,27-Nov-19 04.31.33.393633 PM
Y,code_cons,family_cons,member_cons,3,27-Nov-19 05.31.33.393633 PM
N,code_cons,family_cons,member_cons,3,27-Nov-19 05.34.53.393633 PM
Y,code_prec,family_prec,member_prec,2,28-Nov-19 05.48.13.393633 AM
N,code_prec,family_prec,member_prec,2,28-Nov-19 05.58.13.393633 AM
Y,code_prec,family_prec,member_prec,2,28-Nov-19 06.11.33.393633 AM
N,code_prec,family_prec,member_prec,2,28-Nov-19 06.21.33.393633 AM
Y,code_cons,family_cons,member_cons,3,28-Nov-19 07.21.33.393633 AM
N,code_cons,family_cons,member_cons,3,28-Nov-19 07.24.53.393633 AM
Y,code_prec,family_prec,member_prec,2,28-Nov-19 07.38.13.393633 PM
N,code_prec,family_prec,member_prec,2,28-Nov-19 07.48.13.393633 PM
Y,code_prec,family_prec,member_prec,2,28-Nov-19 08.01.33.393633 PM
N,code_prec,family_prec,member_prec,2,28-Nov-19 08.11.33.393633 PM
Y,code_cons,family_cons,member_cons,3,28-Nov-19 09.11.33.393633 PM
N,code_cons,family_cons,member_cons,3,28-Nov-19 09.14.53.393633 PM
Y,code_prec,family_prec,member_prec,2,29-Nov-19 09.28.13.393633 AM
N,code_prec,family_prec,member_prec,2,29-Nov-19 09.38.13.393633 AM
Y,code_prec,family_prec,member_prec,2,29-Nov-19 09.51.33.393633 AM
N,code_prec,family_prec,member_prec,2,29-Nov-19 10.01.33.393633 AM
Y,code_cons,family_cons,member_cons,3,29-Nov-19 11.01.33.393633 AM
N,code_cons,family_cons,member_cons,3,29-Nov-19 11.04.53.393633 AM
Y,code_prec,family_prec,member_prec,2,29-Nov-19 11.18.13.393633 PM
N,code_prec,family_prec,member_prec,2,29-Nov-19 11.28.13.393633 PM
Y,code_prec,family_prec,member_prec,2,29-Nov-19 11.41.33.393633 PM
N,code_prec,family_prec,member_prec,2,29-Nov-19 11.51.33.393633 PM
Y,code_cons,family_cons,member_cons,3,30-Nov-19 12.51.33.393633 AM
N,code_cons,family_cons,member_cons,3,30-Nov-19 12.54.53.393633 AM
Y,code_prec,family_prec,member_prec,2,30-Nov-19 01.08.13.393633 PM
N,code_prec,family_prec,member_prec,2,30-Nov-19 01.18.13.393633 PM
Y,code_prec,family_prec,member_prec,2,30-Nov-19 01.31.33.393633 PM
N,code_prec,family_prec,member_prec,2,30-Nov-19 01.41.33.393633 PM
Y,code_cons,family_cons,member_cons,3,30-Nov-19 02.41.33.393633 PM
N,code_cons,family_cons,member_cons,3,30-Nov-19 02.44.53.393633 PM
Y,code_prec,family_prec,member_prec,2,01-Dec-19 02.58.13.393633 AM
N,code_prec,family_prec,member_prec,2,01-Dec-19 03.08.13.393633 AM
Y,code_prec,family_prec,member_prec,2,01-Dec-19 03.21.33.393633 AM
N,code_prec,family_prec,member_prec,2,01-Dec-19 03.31.33.393633 AM
Y,code_cons,family_cons,member_cons,3,01-Dec-19 04.31.33.393633 AM
N,code_cons,family_cons,member_cons,3,01-Dec-19 04.34.53.393633 AM
Y,code_prec,family_prec,member_prec,2,01-Dec-19 04.48.13.393633 PM
N,code_prec,family_prec,member_prec,2,01-Dec-19 04.58.13.393633 PM
Y,code_prec,family_prec,member_prec,2,01-Dec-19 05.11.33.393633 PM
N,code_prec,family_prec,member_prec,2,01-Dec-19 05.21.33.393633 PM
Y,code_cons,family_cons,member_cons,3,01-Dec-19 06.21.33.393633 PM
N,code_cons,family_cons,member_cons,3,01-Dec-19 06.24.53.393633 PM
Y,code_prec,family_prec,member_prec,2,02-Dec-19 06.38.13.393633 AM
N,code_prec,family_prec,member_prec,2,02-Dec-19 06.48.13.393633 AM
Y,code_prec,family_prec,member_prec,2,02-Dec-19 07.01.33.393633 AM
N,code_prec,family_prec,member_prec,2,02-Dec-19 07.11.33.393633 AM
Y,code_cons,family_cons,member_cons,3,02-Dec-19 08.11.33.393633 AM
N,code_cons,family_cons,member_cons,3,02-Dec-19 08.14.53.393633 AM
Y,code_prec,family_prec,member_prec,2,02-Dec-19 08.28.13.393633 PM
N,code_prec,family_prec,member_prec,2,02-Dec-19 08.38.13.393633 PM
Y,code_prec,family_prec,member_prec,2,02-Dec-19 08.51.33.393633 PM
N,code_prec,family_prec,member_prec,2,02-Dec-19 09.01.33.393633 PM
Y,code_cons,family_cons,member_cons,3,02-Dec-19 10.01.33.393633 PM
N,code_cons,family_cons,member_cons,3,02-Dec-19 10.04.53.393633 PM
Y,code_prec,family_prec,member_prec,2,03-Dec-19 10.18.13.393633 AM
N,code_prec,family_prec,member_prec,2,03-Dec-19 10.28.13.393633 AM
Y,code_prec,family_prec,member_prec,2,03-Dec-19 10.41.33.393633 AM
N,code_prec,family_prec,member_prec,2,03-Dec-19 10.51.33.393633 AM
Y,code_cons,family_cons,member_cons,3,03-Dec-19 11.51.33.393633 AM
N,code_cons,family_cons,member_cons,3,03-Dec-19 11.54.53.393633 AM
Y,code_prec,family_prec,member_prec,2,04-Dec-19 12.08.13.393633 AM
N,code_prec,family_prec,member_prec,2,04-Dec-19 12.18.13.393633 AM
Y,code_prec,family_prec,member_prec,2,04-Dec-19 12.31.33.393633 AM
N,code_prec,family_prec,member_prec,2,04-Dec-19 12.41.33.393633 AM
Y,code_cons,family_cons,member_cons,3,04-Dec-19 01.41.33.393633 AM
N,code_cons,family_cons,member_cons,3,04-Dec-19 01.44.53.393633 AM
Y,code_prec,family_prec,member_prec,2,04-Dec-19 01.58.13.393633 PM
N,code_prec,family_prec,member_prec,2,04-Dec-19 02.08.13.393633 PM
Y,code_prec,family_prec,member_prec,2,04-Dec-19 02.21.33.393633 PM
N,code_prec,family_prec,member_prec,2,04-Dec-19 02.31.33.393633 PM
Y,code_cons,family_cons,member_cons,3,04-Dec-19 03.31.33.393633 PM
N,code_cons,family_cons,member_cons,3,04-Dec-19 03.34.53.393633 PM
Y,code_prec,family_prec,member_prec,2,05-Dec-19 03.48.13.393633 AM
N,code_prec,family_prec,member_prec,2,05-Dec-19 03.58.13.393633 AM
Y,code_prec,family_prec,member_prec,2,05-Dec-19 04.11.33.393633 AM
