ACTIVE,FAULT_CODE,FAULT_FAMILY,FAULT_MEMBER,PRIORITY,SYSTEM_TS
Y,c,c,c,3,29-Oct-19 03.22.41.944229 PM
N,c,c,c,3,29-Oct-19 03.43.27.451137 PM
Y,a,a,a,2,02-Nov-19 07.38.10.004514 AM
N,a,a,a,2,02-Nov-19 07.38.27.513570 AM
Y,a,a,a,2,02-Nov-19 08.20.38.266242 AM
N,a,a,a,2,02-Nov-19 08.30.29.262325 AM
Y,c,c,c,3,02-Nov-19 11.19.29.349060 PM
N,c,c,c,3,02-Nov-19 11.39.54.518847 PM
Y,a,a,a,2,03-Nov-19 03.42.50.466435 PM
N,a,a,a,2,03-Nov-19 03.48.25.085768 PM
Y,a,a,a,2,03-Nov-19 04.25.05.293494 PM
N,a,a,a,2,03-Nov-19 04.32.34.408940 PM
Y,c,c,c,3,03-Nov-19 11.56.23.525708 PM
N,c,c,c,3,04-Nov-19 12.31.09.595039 AM
Y,a,a,a,2,12-Nov-19 10.08.18.057937 PM
N,a,a,a,2,12-Nov-19 10.12.24.444045 PM
Y,a,a,a,2,12-Nov-19 10.23.26.510620 PM
N,a,a,a,2,12-Nov-19 10.30.28.881329 PM
Y,c,c,c,3,13-Nov-19 02.15.04.298699 AM
N,c,c,c,3,13-Nov-19 02.15.11.570295 AM
Y,a,a,a,2,16-Nov-19 09.07.56.927492 AM
N,a,a,a,2,16-Nov-19 09.22.18.282220 AM
Y,a,a,a,2,16-Nov-19 11.42.12.958494 AM
N,a,a,a,2,16-Nov-19 12.22.46.790796 PM
Y,c,c,c,3,16-Nov-19 02.09.18.123903 PM
N,c,c,c,3,16-Nov-19 02.50.12.461207 PM
Y,a,a,a,2,20-Nov-19 02.56.35.374285 PM
N,a,a,a,2,20-Nov-19 03.16.26.561665 PM
Y,a,a,a,2,20-Nov-19 04.10.32.496440 PM
N,a,a,a,2,20-Nov-19 04.19.31.828765 PM
Y,c,c,c,3,20-Nov-19 07.54.22.097376 PM
N,c,c,c,3,20-Nov-19 08.03.06.273496 PM
Y,a,a,a,2,22-Nov-19 08.51.57.796970 AM
N,a,a,a,2,22-Nov-19 08.55.04.267080 AM
Y,a,a,a,2,22-Nov-19 09.30.40.917976 AM
N,a,a,a,2,22-Nov-19 09.36.02.483084 AM
Y,c,c,c,3,23-Nov-19 07.24.43.996608 AM
N,c,c,c,3,23-Nov-19 07.53.03.093730 AM
Y,a,a,a,2,23-Nov-19 04.29.19.463281 PM
N,a,a,a,2,23-Nov-19 04.39.35.765398 PM
Y,a,a,a,2,23-Nov-19 05.29.16.097278 PM
N,a,a,a,2,23-Nov-19 05.30.43.409495 PM
Y,c,c,c,3,23-Nov-19 08.05.43.773963 PM
N,c,c,c,3,23-Nov-19 08.20.12.525766 PM
Y,a,a,a,2,25-Nov-19 11.54.33.588976 PM
N,a,a,a,2,26-Nov-19 12.01.33.632924 AM
Y,a,a,a,2,26-Nov-19 12.50.11.304876 AM
N,a,a,a,2,26-Nov-19 12.57.40.010926 AM
Y,c,c,c,3,26-Nov-19 03.34.02.544178 AM
N,c,c,c,3,26-Nov-19 04.33.59.310499 AM
Y,a,a,a,2,26-Nov-19 05.56.13.329554 AM
N,a,a,a,2,26-Nov-19 05.56.42.949895 AM
Y,a,a,a,2,26-Nov-19 05.57.15.230519 AM
N,a,a,a,2,26-Nov-19 06.03.20.145445 AM
Y,c,c,c,3,26-Nov-19 03.59.55.434060 PM
N,c,c,c,3,26-Nov-19 04.32.36.207638 PM
Y,a,a,a,2,27-Nov-19 06.11.39.478597 AM
N,a,a,a,2,27-Nov-19 06.13.33.902246 AM
Y,a,a,a,2,27-Nov-19 06.27.27.102417 AM
N,a,a,a,2,27-Nov-19 06.29.12.374669 AM
Y,c,c,c,3,27-Nov-19 11.27.24.006456 PM
N,c,c,c,3,27-Nov-19 11.46.56.757230 PM
Y,a,a,a,2,29-Nov-19 06.43.22.660583 AM
N,a,a,a,2,29-Nov-19 07.05.26.208077 AM
Y,a,a,a,2,29-Nov-19 07.25.26.160054 AM
N,a,a,a,2,29-Nov-19 07.26.23.943130 AM
Y,c,c,c,3,30-Nov-19 03.04.25.397040 AM
N,c,c,c,3,30-Nov-19 03.26.18.132475 AM
Y,a,a,a,2,04-Dec-19 08.36.44.553855 AM
N,a,a,a,2,04-Dec-19 08.36.56.932384 AM
Y,a,a,a,2,04-Dec-19 08.46.21.801222 AM
N,a,a,a,2,04-Dec-19 08.57.38.258835 AM
Y,c,c,c,3,04-Dec-19 07.22.13.450752 PM
N,c,c,c,3,04-Dec-19 08.04.07.858016 PM
Y,a,a,a,2,08-Dec-19 03.35.24.987648 AM
N,a,a,a,2,08-Dec-19 03.51.17.983767 AM
Y,a,a,a,2,08-Dec-19 04.36.57.550949 AM
N,a,a,a,2,08-Dec-19 04.51.20.654246 AM
Y,c,c,c,3,08-Dec-19 09.32.27.808724 AM
N,c,c,c,3,08-Dec-19 09.40.35.664579 AM
Y,a,a,a,2,09-Dec-19 10.59.35.710044 AM
N,a,a,a,2,09-Dec-19 11.05.30.925837 AM
Y,a,a,a,2,09-Dec-19 12.07.56.744039 PM
N,a,a,a,2,09-Dec-19 12.10.17.474427 PM
Y,c,c,c,3,09-Dec-19 03.28.37.211569 PM
N,c,c,c,3,09-Dec-19 03.30.32.360369 PM
Y,a,a,a,2,11-Dec-19 03.13.27.597219 AM
N,a,a,a,2,11-Dec-19 03.49.42.286801 AM
Y,a,a,a,2,11-Dec-19 04.24.53.652219 AM
N,a,a,a,2,11-Dec-19 05.14.49.136985 AM
Y,c,c,c,3,11-Dec-19 05.52.27.822619 AM
N,c,c,c,3,11-Dec-19 06.05.39.291444 AM
Y,a,a,a,2,12-Dec-19 06.06.44.093725 AM
N,a,a,a,2,12-Dec-19 06.12.25.402581 AM
Y,a,a,a,2,12-Dec-19 06.28.08.588524 AM
N,a,a,a,2,12-Dec-19 06.35.31.017586 AM
Y,c,c,c,3,12-Dec-19 06.53.13.586039 AM
N,c,c,c,3,12-Dec-19 07.09.18.199238 AM
Y,a,a,a,2,12-Dec-19 09.01.15.155705 PM
N,a,a,a,2,12-Dec-19 09.05.11.278609 PM
Y,a,a,a,2,12-Dec-19 10.40.50.968775 PM
N,a,a,a,2,12-Dec-19 10.44.30.641212 PM
Y,c,c,c,3,13-Dec-19 12.50.00.564475 AM
N,c,c,c,3,13-Dec-19 12.55.42.065748 AM
Y,a,a,a,2,14-Dec-19 01.31.04.063632 AM
N,a,a,a,2,14-Dec-19 01.50.58.342076 AM
Y,a,a,a,2,14-Dec-19 02.28.32.869503 AM
N,a,a,a,2,14-Dec-19 02.53.24.862366 AM
Y,c,c,c,3,14-Dec-19 07.21.29.400440 AM
N,c,c,c,3,14-Dec-19 07.51.52.704638 AM
Y,a,a,a,2,16-Dec-19 03.00.05.562218 AM
N,a,a,a,2,16-Dec-19 03.00.19.181033 AM
Y,a,a,a,2,16-Dec-19 04.14.58.530301 AM
N,a,a,a,2,16-Dec-19 04.15.38.393550 AM
Y,c,c,c,3,16-Dec-19 01.32.03.248075 PM
N,c,c,c,3,16-Dec-19 01.32.30.198077 PM
Y,a,a,a,2,18-Dec-19 08.00.55.514122 PM
N,a,a,a,2,18-Dec-19 08.08.02.855506 PM
Y,a,a,a,2,18-Dec-19 08.50.06.285344 PM
N,a,a,a,2,18-Dec-19 08.55.24.057775 PM
Y,c,c,c,3,18-Dec-19 10.00.01.964763 PM
N,c,c,c,3,18-Dec-19 10.24.17.248854 PM
Y,a,a,a,2,27-Dec-19 07.06.36.996617 PM
N,a,a,a,2,27-Dec-19 07.09.30.363222 PM
Y,a,a,a,2,27-Dec-19 07.50.21.561788 PM
N,a,a,a,2,27-Dec-19 07.50.54.367420 PM
Y,c,c,c,3,27-Dec-19 08.22.43.080562 PM
N,c,c,c,3,27-Dec-19 08.39.25.671343 PM
Y,a,a,a,2,28-Dec-19 01.47.48.627853 PM
N,a,a,a,2,28-Dec-19 02.01.19.340454 PM
Y,a,a,a,2,28-Dec-19 02.35.39.114286 PM
N,a,a,a,2,28-Dec-19 03.19.13.984535 PM
Y,c,c,c,3,28-Dec-19 07.59.08.798154 PM
N,c,c,c,3,28-Dec-19 08.03.37.326824 PM
Y,a,a,a,2,29-Dec-19 10.02.29.321781 AM
N,a,a,a,2,29-Dec-19 10.04.01.778780 AM
Y,a,a,a,2,29-Dec-19 10.05.29.234648 AM
N,a,a,a,2,29-Dec-19 10.12.31.218820 AM
Y,c,c,c,3,29-Dec-19 12.53.13.467958 PM
N,c,c,c,3,29-Dec-19 01.25.54.444530 PM
Y,a,a,a,2,02-Jan-20 03.31.30.670862 AM
N,a,a,a,2,02-Jan-20 03.34.33.639476 AM
Y,a,a,a,2,02-Jan-20 03.52.22.392931 AM
N,a,a,a,2,02-Jan-20 04.14.43.285866 AM
Y,c,c,c,3,02-Jan-20 08.23.27.229022 AM
N,c,c,c,3,02-Jan-20 08.30.45.621299 AM
Y,a,a,a,2,07-Jan-20 06.20.02.640633 AM
N,a,a,a,2,07-Jan-20 06.23.29.349166 AM
Y,a,a,a,2,07-Jan-20 06.34.36.385553 AM
N,a,a,a,2,07-Jan-20 06.37.49.812405 AM
Y,c,c,c,3,07-Jan-20 06.51.51.134112 AM
N,c,c,c,3,07-Jan-20 06.56.06.602157 AM
Y,a,a,a,2,17-Jan-20 01.09.10.989846 PM
N,a,a,a,2,17-Jan-20 01.12.07.927460 PM
Y,a,a,a,2,17-Jan-20 01.19.21.304214 PM
N,a,a,a,2,17-Jan-20 01.29.51.067804 PM
Y,c,c,c,3,18-Jan-20 06.40.47.535041 AM
N,c,c,c,3,18-Jan-20 06.48.52.929624 AM
Y,a,a,a,2,21-Jan-20 12.03.34.827432 PM
N,a,a,a,2,21-Jan-20 12.07.34.097988 PM
Y,a,a,a,2,21-Jan-20 12.41.33.800025 PM
N,a,a,a,2,21-Jan-20 12.56.42.983654 PM
Y,c,c,c,3,21-Jan-20 02.44.43.624780 PM
N,c,c,c,3,21-Jan-20 03.06.31.249560 PM
Y,a,a,a,2,22-Jan-20 08.47.28.558670 AM
N,a,a,a,2,22-Jan-20 09.00.08.029866 AM
Y,a,a,a,2,22-Jan-20 10.56.20.899019 AM
N,a,a,a,2,22-Jan-20 10.59.12.843687 AM
Y,c,c,c,3,23-Jan-20 09.02.59.329178 AM
N,c,c,c,3,23-Jan-20 09.05.01.580015 AM
Y,a,a,a,2,31-Jan-20 01.33.12.739802 PM
N,a,a,a,2,31-Jan-20 01.44.18.198555 PM
Y,a,a,a,2,31-Jan-20 02.31.35.935550 PM
N,a,a,a,2,31-Jan-20 02.40.07.991354 PM
Y,c,c,c,3,31-Jan-20 08.36.56.716074 PM
N,c,c,c,3,31-Jan-20 09.13.42.595213 PM
Y,a,a,a,2,02-Feb-20 11.12.08.935297 PM
N,a,a,a,2,02-Feb-20 11.25.15.326950 PM
Y,a,a,a,2,03-Feb-20 12.17.29.329756 AM
N,a,a,a,2,03-Feb-20 12.35.03.513103 AM
Y,c,c,c,3,03-Feb-20 12.43.31.887603 AM
N,c,c,c,3,03-Feb-20 01.09.30.184585 AM
Y,a,a,a,2,04-Feb-20 02.03.37.731987 AM
N,a,a,a,2,04-Feb-20 02.34.39.085672 AM
Y,a,a,a,2,04-Feb-20 02.56.14.906724 AM
N,a,a,a,2,04-Feb-20 03.05.39.826432 AM
Y,c,c,c,3,04-Feb-20 06.55.37.242742 AM
N,c,c,c,3,04-Feb-20 07.57.09.238663 AM
Y,a,a,a,2,24-Feb-20 02.49.27.128793 AM
N,a,a,a,2,24-Feb-20 02.55.26.291703 AM
Y,a,a,a,2,24-Feb-20 03.05.09.511415 AM
N,a,a,a,2,24-Feb-20 03.11.41.328585 AM
Y,c,c,c,3,24-Feb-20 09.20.57.325126 AM
N,c,c,c,3,24-Feb-20 09.21.04.049916 AM
Y,a,a,a,2,04-Mar-20 01.28.23.764077 PM
N,a,a,a,2,04-Mar-20 01.32.20.906074 PM
Y,a,a,a,2,04-Mar-20 01.33.03.880054 PM
N,a,a,a,2,04-Mar-20 01.35.29.022158 PM
Y,c,c,c,3,04-Mar-20 03.55.14.474088 PM
N,c,c,c,3,04-Mar-20 04.04.08.080630 PM
Y,a,a,a,2,13-Mar-20 09.17.11.205744 AM
N,a,a,a,2,13-Mar-20 09.22.01.671072 AM
Y,a,a,a,2,13-Mar-20 09.49.16.236521 AM
N,a,a,a,2,13-Mar-20 09.54.29.322288 AM
Y,c,c,c,3,13-Mar-20 04.11.36.544689 PM
N,c,c,c,3,13-Mar-20 04.30.25.956052 PM
Y,a,a,a,2,21-Mar-20 01.52.40.787330 PM
N,a,a,a,2,21-Mar-20 01.56.09.814127 PM
Y,a,a,a,2,21-Mar-20 02.02.30.805121 PM
N,a,a,a,2,21-Mar-20 02.17.31.652099 PM
Y,c,c,c,3,21-Mar-20 04.35.39.217095 PM
N,c,c,c,3,21-Mar-20 05.02.49.248730 PM
Y,a,a,a,2,22-Mar-20 02.16.51.370422 AM
N,a,a,a,2,22-Mar-20 02.30.42.741269 AM
Y,a,a,a,2,22-Mar-20 02.50.52.428351 AM
N,a,a,a,2,22-Mar-20 02.55.41.580720 AM
Y,c,c,c,3,22-Mar-20 03.26.09.782155 AM
N,c,c,c,3,22-Mar-20 04.00.25.036006 AM
Y,a,a,a,2,24-Mar-20 07.24.38.953037 PM
N,a,a,a,2,24-Mar-20 07.32.33.072540 PM
Y,a,a,a,2,24-Mar-20 07.42.03.497009 PM
N,a,a,a,2,24-Mar-20 07.52.27.880793 PM
Y,c,c,c,3,24-Mar-20 09.22.30.012625 PM
N,c,c,c,3,24-Mar-20 09.26.40.748229 PM
Y,a,a,a,2,25-Mar-20 12.13.33.915655 PM
N,a,a,a,2,25-Mar-20 12.24.50.125629 PM
Y,a,a,a,2,25-Mar-20 12.37.24.562230 PM
N,a,a,a,2,25-Mar-20 12.47.22.181505 PM
Y,c,c,c,3,25-Mar-20 03.12.27.086391 PM
N,c,c,c,3,25-Mar-20 03.13.12.269954 PM
Y,a,a,a,2,04-Apr-20 07.36.40.259091 PM
N,a,a,a,2,04-Apr-20 07.41.06.706046 PM
Y,a,a,a,2,04-Apr-20 08.48.57.685956 PM
N,a,a,a,2,04-Apr-20 08.50.32.864559 PM
Y,c,c,c,3,04-Apr-20 08.53.08.121245 PM
N,c,c,c,3,04-Apr-20 09.05.05.630075 PM
Y,a,a,a,2,07-Apr-20 03.02.14.922939 AM
N,a,a,a,2,07-Apr-20 03.21.13.433898 AM
Y,a,a,a,2,07-Apr-20 03.39.42.391659 AM
N,a,a,a,2,07-Apr-20 03.43.48.966478 AM
Y,c,c,c,3,07-Apr-20 04.31.23.100062 PM
N,c,c,c,3,07-Apr-20 04.47.25.007803 PM
Y,a,a,a,2,14-Apr-20 12.13.31.036913 AM
N,a,a,a,2,14-Apr-20 12.28.36.175135 AM
Y,a,a,a,2,14-Apr-20 12.50.18.948247 AM
N,a,a,a,2,14-Apr-20 12.58.50.338088 AM
Y,c,c,c,3,14-Apr-20 03.17.37.676584 AM
N,c,c,c,3,14-Apr-20 03.25.25.103020 AM
Y,a,a,a,2,14-Apr-20 01.33.55.899945 PM
N,a,a,a,2,14-Apr-20 01.35.05.083801 PM
Y,a,a,a,2,14-Apr-20 02.12.08.992731 PM
N,a,a,a,2,14-Apr-20 02.22.08.285335 PM
Y,c,c,c,3,14-Apr-20 04.50.02.410135 PM
N,c,c,c,3,14-Apr-20 05.00.06.525043 PM
Y,a,a,a,2,15-Apr-20 06.02.52.750001 PM
N,a,a,a,2,15-Apr-20 06.23.25.122440 PM
Y,a,a,a,2,15-Apr-20 06.27.51.673090 PM
N,a,a,a,2,15-Apr-20 06.29.21.605803 PM
Y,c,c,c,3,15-Apr-20 08.23.51.521580 PM
N,c,c,c,3,15-Apr-20 08.34.15.619400 PM
Y,a,a,a,2,16-Apr-20 03.27.31.372722 AM
N,a,a,a,2,16-Apr-20 03.28.14.443880 AM
Y,a,a,a,2,16-Apr-20 03.41.51.630241 AM
N,a,a,a,2,16-Apr-20 03.45.35.136697 AM
Y,c,c,c,3,16-Apr-20 06.34.22.665733 AM
N,c,c,c,3,16-Apr-20 06.36.04.217892 AM
Y,a,a,a,2,16-Apr-20 10.53.27.143471 PM
N,a,a,a,2,16-Apr-20 11.18.25.484900 PM
Y,a,a,a,2,16-Apr-20 11.40.39.605025 PM
N,a,a,a,2,16-Apr-20 11.59.24.577724 PM
Y,c,c,c,3,17-Apr-20 11.40.54.689026 AM
N,c,c,c,3,17-Apr-20 11.43.27.742711 AM
Y,a,a,a,2,27-Apr-20 03.41.08.685902 PM
N,a,a,a,2,27-Apr-20 04.05.14.882545 PM
Y,a,a,a,2,27-Apr-20 04.13.29.809076 PM
N,a,a,a,2,27-Apr-20 04.24.21.827197 PM
Y,c,c,c,3,28-Apr-20 04.02.53.725371 AM
N,c,c,c,3,28-Apr-20 04.19.57.233618 AM
Y,a,a,a,2,02-May-20 06.16.25.662410 PM
N,a,a,a,2,02-May-20 06.18.19.508852 PM
Y,a,a,a,2,02-May-20 06.25.48.664530 PM
N,a,a,a,2,02-May-20 06.35.19.966079 PM
Y,c,c,c,3,02-May-20 10.03.11.611824 PM
N,c,c,c,3,02-May-20 10.03.26.754246 PM
Y,a,a,a,2,05-May-20 03.59.46.631769 PM
N,a,a,a,2,05-May-20 04.02.29.627139 PM
Y,a,a,a,2,05-May-20 04.18.00.904625 PM
N,a,a,a,2,05-May-20 04.24.31.838042 PM
Y,c,c,c,3,05-May-20 07.41.47.517096 PM
N,c,c,c,3,05-May-20 07.52.42.407727 PM
Y,a,a,a,2,06-May-20 11.49.29.370985 AM
N,a,a,a,2,06-May-20 11.51.06.469794 AM
Y,a,a,a,2,06-May-20 11.57.27.614398 AM
N,a,a,a,2,06-May-20 12.04.20.348265 PM
Y,c,c,c,3,06-May-20 05.32.40.369668 PM
N,c,c,c,3,06-May-20 05.34.01.225110 PM
Y,a,a,a,2,09-May-20 07.09.35.203285 AM
N,a,a,a,2,09-May-20 07.13.08.231520 AM
Y,a,a,a,2,09-May-20 07.19.46.555924 AM
N,a,a,a,2,09-May-20 07.20.22.043731 AM
Y,c,c,c,3,09-May-20 09.03.20.635009 AM
N,c,c,c,3,09-May-20 09.51.00.612172 AM
Y,a,a,a,2,13-May-20 07.12.19.366521 AM
N,a,a,a,2,13-May-20 07.19.53.511048 AM
Y,a,a,a,2,13-May-20 07.51.50.991325 AM
N,a,a,a,2,13-May-20 08.06.40.165071 AM
Y,c,c,c,3,13-May-20 06.03.49.438699 PM
N,c,c,c,3,13-May-20 06.31.13.049813 PM
Y,a,a,a,2,14-May-20 10.56.59.913909 PM
N,a,a,a,2,14-May-20 11.04.25.358120 PM
Y,a,a,a,2,14-May-20 11.24.26.850597 PM
N,a,a,a,2,14-May-20 11.27.49.096873 PM
Y,c,c,c,3,15-May-20 05.46.10.510481 AM
N,c,c,c,3,15-May-20 05.55.48.697708 AM
Y,a,a,a,2,17-May-20 02.34.37.232687 AM
N,a,a,a,2,17-May-20 02.41.44.050740 AM
Y,a,a,a,2,17-May-20 02.42.30.206600 AM
N,a,a,a,2,17-May-20 02.48.45.276294 AM
Y,c,c,c,3,17-May-20 05.15.35.689142 AM
N,c,c,c,3,17-May-20 05.35.01.919033 AM
Y,a,a,a,2,18-May-20 03.10.35.107764 PM
N,a,a,a,2,18-May-20 03.13.46.578358 PM
Y,a,a,a,2,18-May-20 03.31.48.477445 PM
N,a,a,a,2,18-May-20 03.38.45.872690 PM
Y,c,c,c,3,18-May-20 11.19.07.078458 PM
N,c,c,c,3,18-May-20 11.39.44.711250 PM
Y,a,a,a,2,24-May-20 01.19.15.780921 AM
N,a,a,a,2,24-May-20 01.27.14.116822 AM
Y,a,a,a,2,24-May-20 01.31.34.075381 AM
N,a,a,a,2,24-May-20 01.31.56.214662 AM
Y,c,c,c,3,24-May-20 06.37.31.952376 AM
N,c,c,c,3,24-May-20 06.47.31.377326 AM
Y,a,a,a,2,26-May-20 04.55.49.754524 AM
N,a,a,a,2,26-May-20 05.09.49.913512 AM
Y,a,a,a,2,26-May-20 05.21.43.859571 AM
N,a,a,a,2,26-May-20 05.23.47.176745 AM
Y,c,c,c,3,26-May-20 11.25.11.532570 AM
N,c,c,c,3,26-May-20 12.21.51.600358 PM
Y,a,a,a,2,26-May-20 11.56.22.667419 PM
N,a,a,a,2,27-May-20 12.05.46.152179 AM
Y,a,a,a,2,27-May-20 12.05.54.908038 AM
N,a,a,a,2,27-May-20 12.20.58.046815 AM
Y,c,c,c,3,27-May-20 12.56.30.072140 AM
N,c,c,c,3,27-May-20 12.57.21.931669 AM
Y,a,a,a,2,27-May-20 06.33.25.061339 AM
N,a,a,a,2,27-May-20 06.37.36.707215 AM
Y,a,a,a,2,27-May-20 06.41.53.346393 AM
N,a,a,a,2,27-May-20 06.54.59.689288 AM
Y,c,c,c,3,27-May-20 08.27.19.005304 AM
N,c,c,c,3,27-May-20 08.51.57.215255 AM
Y,a,a,a,2,30-May-20 03.24.18.981337 AM
N,a,a,a,2,30-May-20 03.25.58.241082 AM
Y,a,a,a,2,30-May-20 03.31.17.720407 AM
N,a,a,a,2,30-May-20 03.34.21.285002 AM
Y,c,c,c,3,30-May-20 11.29.40.449527 AM
N,c,c,c,3,30-May-20 11.36.08.388663 AM
Y,a,a,a,2,03-Jun-20 06.39.42.510105 PM
N,a,a,a,2,03-Jun-20 06.47.41.492436 PM
Y,a,a,a,2,03-Jun-20 08.00.46.387365 PM
N,a,a,a,2,03-Jun-20 08.30.45.083729 PM
Y,c,c,c,3,03-Jun-20 11.51.12.098429 PM
N,c,c,c,3,04-Jun-20 12.20.09.703650 AM
Y,a,a,a,2,11-Jun-20 05.42.53.139806 AM
N,a,a,a,2,11-Jun-20 05.58.13.868497 AM
Y,a,a,a,2,11-Jun-20 06.51.06.727974 AM
N,a,a,a,2,11-Jun-20 07.08.57.246667 AM
Y,c,c,c,3,11-Jun-20 09.19.25.348600 AM
N,c,c,c,3,11-Jun-20 09.31.17.040942 AM
Y,a,a,a,2,13-Jun-20 12.06.59.645852 AM
N,a,a,a,2,13-Jun-20 12.07.21.125079 AM
Y,a,a,a,2,13-Jun-20 12.17.29.452757 AM
N,a,a,a,2,13-Jun-20 12.30.20.588464 AM
Y,c,c,c,3,13-Jun-20 06.49.20.878845 AM
N,c,c,c,3,13-Jun-20 07.09.30.355154 AM
Y,a,a,a,2,19-Jun-20 02.04.57.031853 PM
N,a,a,a,2,19-Jun-20 02.21.52.037198 PM
Y,a,a,a,2,19-Jun-20 02.31.49.787508 PM
N,a,a,a,2,19-Jun-20 02.44.05.744501 PM
Y,c,c,c,3,19-Jun-20 06.40.33.590345 PM
N,c,c,c,3,19-Jun-20 06.41.32.146447 PM
Y,a,a,a,2,21-Jun-20 08.18.17.758695 AM
N,a,a,a,2,21-Jun-20 08.23.05.121458 AM
Y,a,a,a,2,21-Jun-20 08.36.47.817462 AM
N,a,a,a,2,21-Jun-20 08.36.49.302996 AM
Y,c,c,c,3,21-Jun-20 10.17.27.355293 AM
N,c,c,c,3,21-Jun-20 10.35.31.287728 AM
Y,a,a,a,2,22-Jun-20 02.54.50.380861 PM
N,a,a,a,2,22-Jun-20 02.58.47.628168 PM
Y,a,a,a,2,22-Jun-20 03.27.20.967633 PM
N,a,a,a,2,22-Jun-20 04.26.50.853468 PM
