ACTIVE,FAULT_CODE,FAULT_FAMILY,FAULT_MEMBER,PRIORITY,SYSTEM_TS
N,c,c,c,3,13-Feb-20 06.22.55.078442 PM
Y,a,a,a,2,16-Feb-20 06.52.55.078442 PM
N,a,a,a,2,16-Feb-20 07.02.55.078442 PM
Y,a,a,a,2,16-Feb-20 07.32.55.078442 PM
N,a,a,a,2,16-Feb-20 07.42.55.078442 PM
Y,c,c,c,3,17-Feb-20 01.42.55.078442 AM
N,c,c,c,3,17-Feb-20 02.02.55.078442 AM
Y,a,a,a,2,20-Feb-20 02.32.55.078442 AM
N,a,a,a,2,20-Feb-20 02.42.55.078442 AM
Y,a,a,a,2,20-Feb-20 03.12.55.078442 AM
N,a,a,a,2,20-Feb-20 03.22.55.078442 AM
Y,c,c,c,3,20-Feb-20 09.22.55.078442 AM
N,c,c,c,3,20-Feb-20 09.42.55.078442 AM
Y,a,a,a,2,23-Feb-20 10.12.55.078442 AM
N,a,a,a,2,23-Feb-20 10.22.55.078442 AM
Y,a,a,a,2,23-Feb-20 10.52.55.078442 AM
N,a,a,a,2,23-Feb-20 11.02.55.078442 AM
Y,c,c,c,3,23-Feb-20 05.02.55.078442 PM
N,c,c,c,3,23-Feb-20 05.22.55.078442 PM
Y,a,a,a,2,26-Feb-20 05.52.55.078442 PM
N,a,a,a,2,26-Feb-20 06.02.55.078442 PM
Y,a,a,a,2,26-Feb-20 06.32.55.078442 PM
N,a,a,a,2,26-Feb-20 06.42.55.078442 PM
Y,c,c,c,3,27-Feb-20 12.42.55.078442 AM
N,c,c,c,3,27-Feb-20 01.02.55.078442 AM
Y,a,a,a,2,01-Mar-20 01.32.55.078442 AM
N,a,a,a,2,01-Mar-20 01.42.55.078442 AM
Y,a,a,a,2,01-Mar-20 02.12.55.078442 AM
N,a,a,a,2,01-Mar-20 02.22.55.078442 AM
Y,c,c,c,3,01-Mar-20 08.22.55.078442 AM
N,c,c,c,3,01-Mar-20 08.42.55.078442 AM
Y,a,a,a,2,04-Mar-20 09.12.55.078442 AM
N,a,a,a,2,04-Mar-20 09.22.55.078442 AM
Y,a,a,a,2,04-Mar-20 09.52.55.078442 AM
N,a,a,a,2,04-Mar-20 10.02.55.078442 AM
Y,c,c,c,3,04-Mar-20 04.02.55.078442 PM
N,c,c,c,3,04-Mar-20 04.22.55.078442 PM
Y,a,a,a,2,07-Mar-20 04.52.55.078442 PM
N,a,a,a,2,07-Mar-20 05.02.55.078442 PM
Y,a,a,a,2,07-Mar-20 05.32.55.078442 PM
N,a,a,a,2,07-Mar-20 05.42.55.078442 PM
Y,c,c,c,3,07-Mar-20 11.42.55.078442 PM
N,c,c,c,3,08-Mar-20 12.02.55.078442 AM
Y,a,a,a,2,11-Mar-20 12.32.55.078442 AM
N,a,a,a,2,11-Mar-20 12.42.55.078442 AM
Y,a,a,a,2,11-Mar-20 01.12.55.078442 AM
N,a,a,a,2,11-Mar-20 01.22.55.078442 AM
Y,c,c,c,3,11-Mar-20 07.22.55.078442 AM
N,c,c,c,3,11-Mar-20 07.42.55.078442 AM
Y,a,a,a,2,14-Mar-20 08.12.55.078442 AM
N,a,a,a,2,14-Mar-20 08.22.55.078442 AM
Y,a,a,a,2,14-Mar-20 08.52.55.078442 AM
N,a,a,a,2,14-Mar-20 09.02.55.078442 AM
Y,c,c,c,3,14-Mar-20 03.02.55.078442 PM
N,c,c,c,3,14-Mar-20 03.22.55.078442 PM
Y,a,a,a,2,17-Mar-20 03.52.55.078442 PM
N,a,a,a,2,17-Mar-20 04.02.55.078442 PM
Y,a,a,a,2,17-Mar-20 04.32.55.078442 PM
N,a,a,a,2,17-Mar-20 04.42.55.078442 PM
Y,c,c,c,3,17-Mar-20 10.42.55.078442 PM
N,c,c,c,3,17-Mar-20 11.02.55.078442 PM
Y,a,a,a,2,20-Mar-20 11.32.55.078442 PM
N,a,a,a,2,20-Mar-20 11.42.55.078442 PM
Y,a,a,a,2,21-Mar-20 12.12.55.078442 AM
N,a,a,a,2,21-Mar-20 12.22.55.078442 AM
Y,c,c,c,3,21-Mar-20 06.22.55.078442 AM
N,c,c,c,3,21-Mar-20 06.42.55.078442 AM
Y,a,a,a,2,24-Mar-20 07.12.55.078442 AM
N,a,a,a,2,24-Mar-20 07.22.55.078442 AM
Y,a,a,a,2,24-Mar-20 07.52.55.078442 AM
N,a,a,a,2,24-Mar-20 08.02.55.078442 AM
Y,c,c,c,3,24-Mar-20 02.02.55.078442 PM
N,c,c,c,3,24-Mar-20 02.22.55.078442 PM
Y,a,a,a,2,27-Mar-20 02.52.55.078442 PM
N,a,a,a,2,27-Mar-20 03.02.55.078442 PM
Y,a,a,a,2,27-Mar-20 03.32.55.078442 PM
N,a,a,a,2,27-Mar-20 03.42.55.078442 PM
Y,c,c,c,3,27-Mar-20 09.42.55.078442 PM
N,c,c,c,3,27-Mar-20 10.02.55.078442 PM
Y,a,a,a,2,30-Mar-20 11.32.55.078442 PM
N,a,a,a,2,30-Mar-20 11.42.55.078442 PM
Y,a,a,a,2,31-Mar-20 12.12.55.078442 AM
N,a,a,a,2,31-Mar-20 12.22.55.078442 AM
Y,c,c,c,3,31-Mar-20 06.22.55.078442 AM
N,c,c,c,3,31-Mar-20 06.42.55.078442 AM
Y,a,a,a,2,03-Apr-20 07.12.55.078442 AM
N,a,a,a,2,03-Apr-20 07.22.55.078442 AM
Y,a,a,a,2,03-Apr-20 07.52.55.078442 AM
N,a,a,a,2,03-Apr-20 08.02.55.078442 AM
Y,c,c,c,3,03-Apr-20 02.02.55.078442 PM
N,c,c,c,3,03-Apr-20 02.22.55.078442 PM
Y,a,a,a,2,06-Apr-20 02.52.55.078442 PM
N,a,a,a,2,06-Apr-20 03.02.55.078442 PM
Y,a,a,a,2,06-Apr-20 03.32.55.078442 PM
N,a,a,a,2,06-Apr-20 03.42.55.078442 PM
Y,c,c,c,3,06-Apr-20 09.42.55.078442 PM
N,c,c,c,3,06-Apr-20 10.02.55.078442 PM
Y,a,a,a,2,09-Apr-20 10.32.55.078442 PM
N,a,a,a,2,09-Apr-20 10.42.55.078442 PM
Y,a,a,a,2,09-Apr-20 11.12.55.078442 PM
N,a,a,a,2,09-Apr-20 11.22.55.078442 PM
Y,c,c,c,3,10-Apr-20 05.22.55.078442 AM
N,c,c,c,3,10-Apr-20 05.42.55.078442 AM
Y,a,a,a,2,13-Apr-20 06.12.55.078442 AM
N,a,a,a,2,13-Apr-20 06.22.55.078442 AM
Y,a,a,a,2,13-Apr-20 06.52.55.078442 AM
N,a,a,a,2,13-Apr-20 07.02.55.078442 AM
Y,c,c,c,3,13-Apr-20 01.02.55.078442 PM
N,c,c,c,3,13-Apr-20 01.22.55.078442 PM
Y,a,a,a,2,16-Apr-20 01.52.55.078442 PM
N,a,a,a,2,16-Apr-20 02.02.55.078442 PM
Y,a,a,a,2,16-Apr-20 02.32.55.078442 PM
N,a,a,a,2,16-Apr-20 02.42.55.078442 PM
Y,c,c,c,3,16-Apr-20 08.42.55.078442 PM
N,c,c,c,3,16-Apr-20 09.02.55.078442 PM
Y,a,a,a,2,19-Apr-20 09.32.55.078442 PM
N,a,a,a,2,19-Apr-20 09.42.55.078442 PM
Y,a,a,a,2,19-Apr-20 10.12.55.078442 PM
N,a,a,a,2,19-Apr-20 10.22.55.078442 PM
Y,c,c,c,3,20-Apr-20 04.22.55.078442 AM
N,c,c,c,3,20-Apr-20 04.42.55.078442 AM
Y,a,a,a,2,23-Apr-20 05.12.55.078442 AM
N,a,a,a,2,23-Apr-20 05.22.55.078442 AM
Y,a,a,a,2,23-Apr-20 05.52.55.078442 AM
N,a,a,a,2,23-Apr-20 06.02.55.078442 AM
Y,c,c,c,3,23-Apr-20 12.02.55.078442 PM
N,c,c,c,3,23-Apr-20 12.22.55.078442 PM
Y,a,a,a,2,26-Apr-20 12.52.55.078442 PM
N,a,a,a,2,26-Apr-20 01.02.55.078442 PM
Y,a,a,a,2,26-Apr-20 01.32.55.078442 PM
N,a,a,a,2,26-Apr-20 01.42.55.078442 PM
Y,c,c,c,3,26-Apr-20 07.42.55.078442 PM
N,c,c,c,3,26-Apr-20 08.02.55.078442 PM
Y,a,a,a,2,29-Apr-20 08.32.55.078442 PM
N,a,a,a,2,29-Apr-20 08.42.55.078442 PM
Y,a,a,a,2,29-Apr-20 09.12.55.078442 PM
N,a,a,a,2,29-Apr-20 09.22.55.078442 PM
Y,c,c,c,3,30-Apr-20 03.22.55.078442 AM
N,c,c,c,3,30-Apr-20 03.42.55.078442 AM
Y,a,a,a,2,03-May-20 04.12.55.078442 AM
N,a,a,a,2,03-May-20 04.22.55.078442 AM
Y,a,a,a,2,03-May-20 04.52.55.078442 AM
N,a,a,a,2,03-May-20 05.02.55.078442 AM
Y,c,c,c,3,03-May-20 11.02.55.078442 AM
N,c,c,c,3,03-May-20 11.22.55.078442 AM
Y,a,a,a,2,06-May-20 11.52.55.078442 AM
N,a,a,a,2,06-May-20 12.02.55.078442 PM
Y,a,a,a,2,06-May-20 12.32.55.078442 PM
N,a,a,a,2,06-May-20 12.42.55.078442 PM
Y,c,c,c,3,06-May-20 06.42.55.078442 PM
N,c,c,c,3,06-May-20 07.02.55.078442 PM
Y,a,a,a,2,09-May-20 07.32.55.078442 PM
N,a,a,a,2,09-May-20 07.42.55.078442 PM
Y,a,a,a,2,09-May-20 08.12.55.078442 PM
N,a,a,a,2,09-May-20 08.22.55.078442 PM
Y,c,c,c,3,10-May-20 02.22.55.078442 AM
N,c,c,c,3,10-May-20 02.42.55.078442 AM
Y,a,a,a,2,13-May-20 03.12.55.078442 AM
N,a,a,a,2,13-May-20 03.22.55.078442 AM
Y,a,a,a,2,13-May-20 03.52.55.078442 AM
N,a,a,a,2,13-May-20 04.02.55.078442 AM
Y,c,c,c,3,13-May-20 10.02.55.078442 AM
N,c,c,c,3,13-May-20 10.22.55.078442 AM
Y,a,a,a,2,16-May-20 10.52.55.078442 AM
N,a,a,a,2,16-May-20 11.02.55.078442 AM
Y,a,a,a,2,16-May-20 11.32.55.078442 AM
N,a,a,a,2,16-May-20 11.42.55.078442 AM
Y,c,c,c,3,16-May-20 05.42.55.078442 PM
N,c,c,c,3,16-May-20 06.02.55.078442 PM
Y,a,a,a,2,19-May-20 06.32.55.078442 PM
N,a,a,a,2,19-May-20 06.42.55.078442 PM
Y,a,a,a,2,19-May-20 07.12.55.078442 PM
N,a,a,a,2,19-May-20 07.22.55.078442 PM
Y,c,c,c,3,20-May-20 01.22.55.078442 AM
N,c,c,c,3,20-May-20 01.42.55.078442 AM
Y,a,a,a,2,23-May-20 02.12.55.078442 AM
N,a,a,a,2,23-May-20 02.22.55.078442 AM
Y,a,a,a,2,23-May-20 02.52.55.078442 AM
N,a,a,a,2,23-May-20 03.02.55.078442 AM
Y,c,c,c,3,23-May-20 09.02.55.078442 AM
N,c,c,c,3,23-May-20 09.22.55.078442 AM
Y,a,a,a,2,26-May-20 09.52.55.078442 AM
N,a,a,a,2,26-May-20 10.02.55.078442 AM
Y,a,a,a,2,26-May-20 10.32.55.078442 AM
N,a,a,a,2,26-May-20 10.42.55.078442 AM
Y,c,c,c,3,26-May-20 04.42.55.078442 PM
N,c,c,c,3,26-May-20 05.02.55.078442 PM
Y,a,a,a,2,29-May-20 05.32.55.078442 PM
N,a,a,a,2,29-May-20 05.42.55.078442 PM
Y,a,a,a,2,29-May-20 06.12.55.078442 PM
N,a,a,a,2,29-May-20 06.22.55.078442 PM
Y,c,c,c,3,30-May-20 12.22.55.078442 AM
N,c,c,c,3,30-May-20 12.42.55.078442 AM
Y,a,a,a,2,02-Jun-20 01.12.55.078442 AM
N,a,a,a,2,02-Jun-20 01.22.55.078442 AM
Y,a,a,a,2,02-Jun-20 01.52.55.078442 AM
N,a,a,a,2,02-Jun-20 02.02.55.078442 AM
Y,c,c,c,3,02-Jun-20 08.02.55.078442 AM
N,c,c,c,3,02-Jun-20 08.22.55.078442 AM
Y,a,a,a,2,05-Jun-20 08.52.55.078442 AM
N,a,a,a,2,05-Jun-20 09.02.55.078442 AM
Y,a,a,a,2,05-Jun-20 09.32.55.078442 AM
N,a,a,a,2,05-Jun-20 09.42.55.078442 AM
Y,c,c,c,3,05-Jun-20 03.42.55.078442 PM
N,c,c,c,3,05-Jun-20 04.02.55.078442 PM
Y,a,a,a,2,08-Jun-20 04.32.55.078442 PM
N,a,a,a,2,08-Jun-20 04.42.55.078442 PM
Y,a,a,a,2,08-Jun-20 05.12.55.078442 PM
N,a,a,a,2,08-Jun-20 05.22.55.078442 PM
Y,c,c,c,3,08-Jun-20 11.22.55.078442 PM
N,c,c,c,3,08-Jun-20 11.42.55.078442 PM
Y,a,a,a,2,12-Jun-20 12.12.55.078442 AM
N,a,a,a,2,12-Jun-20 12.22.55.078442 AM
