ACTIVE,FAULT_CODE,FAULT_FAMILY,FAULT_MEMBER,PRIORITY,SYSTEM_TS
Y,c,c,c,3,19-Jan-20 04.29.09.492666 PM
N,c,c,c,3,19-Jan-20 04.49.26.997864 PM
Y,a,a,a,2,22-Jan-20 04.54.31.697547 PM
N,a,a,a,2,22-Jan-20 05.04.41.441276 PM
Y,a,a,a,2,22-Jan-20 05.33.36.267919 PM
N,a,a,a,2,22-Jan-20 05.43.39.420370 PM
Y,c,c,c,3,23-Jan-20 12.05.35.505682 AM
N,c,c,c,3,23-Jan-20 12.26.31.374316 AM
Y,a,a,a,2,25-Jan-20 01.36.36.172923 PM
N,a,a,a,2,25-Jan-20 01.46.37.621444 PM
Y,a,a,a,2,25-Jan-20 02.16.56.668130 PM
N,a,a,a,2,25-Jan-20 02.27.11.769690 PM
Y,c,c,c,3,25-Jan-20 08.01.33.770049 PM
N,c,c,c,3,25-Jan-20 08.21.09.671402 PM
Y,a,a,a,2,29-Jan-20 04.40.53.757742 AM
N,a,a,a,2,29-Jan-20 04.51.09.394887 AM
Y,a,a,a,2,29-Jan-20 05.22.02.179575 AM
N,a,a,a,2,29-Jan-20 05.32.09.291048 AM
Y,c,c,c,3,29-Jan-20 11.11.35.016860 AM
N,c,c,c,3,29-Jan-20 11.30.15.835382 AM
Y,a,a,a,2,01-Feb-20 04.04.56.479791 PM
N,a,a,a,2,01-Feb-20 04.14.50.120428 PM
Y,a,a,a,2,01-Feb-20 04.46.28.926217 PM
N,a,a,a,2,01-Feb-20 04.56.33.505848 PM
Y,c,c,c,3,01-Feb-20 10.29.38.278399 PM
N,c,c,c,3,01-Feb-20 10.50.00.565095 PM
Y,a,a,a,2,05-Feb-20 01.05.52.391235 AM
N,a,a,a,2,05-Feb-20 01.15.52.555770 AM
Y,a,a,a,2,05-Feb-20 01.46.29.619208 AM
N,a,a,a,2,05-Feb-20 01.56.29.686377 AM
Y,c,c,c,3,05-Feb-20 07.53.21.743405 AM
N,c,c,c,3,05-Feb-20 08.13.12.125612 AM
Y,a,a,a,2,08-Feb-20 11.33.46.559852 AM
N,a,a,a,2,08-Feb-20 11.43.58.984773 AM
Y,a,a,a,2,08-Feb-20 12.14.14.802751 PM
N,a,a,a,2,08-Feb-20 12.24.18.330560 PM
Y,c,c,c,3,08-Feb-20 06.04.40.526623 PM
N,c,c,c,3,08-Feb-20 06.25.52.847398 PM
Y,a,a,a,2,11-Feb-20 12.39.15.861824 PM
N,a,a,a,2,11-Feb-20 12.49.02.338752 PM
Y,a,a,a,2,11-Feb-20 01.19.40.533677 PM
N,a,a,a,2,11-Feb-20 01.29.28.888239 PM
Y,c,c,c,3,11-Feb-20 06.24.21.147242 PM
N,c,c,c,3,11-Feb-20 06.45.33.096866 PM
Y,a,a,a,2,14-Feb-20 06.41.40.545972 PM
N,a,a,a,2,14-Feb-20 06.51.35.944327 PM
Y,a,a,a,2,14-Feb-20 07.20.58.021342 PM
N,a,a,a,2,14-Feb-20 07.31.03.797061 PM
Y,c,c,c,3,15-Feb-20 01.24.56.238564 AM
N,c,c,c,3,15-Feb-20 01.45.51.567926 AM
Y,a,a,a,2,18-Feb-20 07.12.22.192904 AM
N,a,a,a,2,18-Feb-20 07.22.24.049537 AM
Y,a,a,a,2,18-Feb-20 07.52.25.625387 AM
N,a,a,a,2,18-Feb-20 08.02.33.925267 AM
Y,c,c,c,3,18-Feb-20 02.15.35.964951 PM
N,c,c,c,3,18-Feb-20 02.36.34.302206 PM
Y,a,a,a,2,21-Feb-20 01.32.32.042549 AM
N,a,a,a,2,21-Feb-20 01.42.27.923981 AM
Y,a,a,a,2,21-Feb-20 02.12.10.527790 AM
N,a,a,a,2,21-Feb-20 02.22.04.059081 AM
Y,c,c,c,3,21-Feb-20 08.15.54.149039 AM
N,c,c,c,3,21-Feb-20 08.35.32.646418 AM
Y,a,a,a,2,24-Feb-20 01.34.57.667717 PM
N,a,a,a,2,24-Feb-20 01.45.06.232900 PM
Y,a,a,a,2,24-Feb-20 02.12.58.867584 PM
N,a,a,a,2,24-Feb-20 02.23.08.756874 PM
Y,c,c,c,3,24-Feb-20 07.54.36.271015 PM
N,c,c,c,3,24-Feb-20 08.15.20.519795 PM
Y,a,a,a,2,27-Feb-20 09.42.00.184473 AM
N,a,a,a,2,27-Feb-20 09.52.12.199791 AM
Y,a,a,a,2,27-Feb-20 10.22.36.348963 AM
N,a,a,a,2,27-Feb-20 10.32.27.494327 AM
Y,c,c,c,3,27-Feb-20 05.12.10.406338 PM
N,c,c,c,3,27-Feb-20 05.30.27.197738 PM
Y,a,a,a,2,01-Mar-20 09.22.50.869249 PM
N,a,a,a,2,01-Mar-20 09.32.37.716696 PM
Y,a,a,a,2,01-Mar-20 10.02.50.153790 PM
N,a,a,a,2,01-Mar-20 10.12.41.020221 PM
Y,c,c,c,3,02-Mar-20 04.18.50.019777 AM
N,c,c,c,3,02-Mar-20 04.39.17.645614 AM
Y,a,a,a,2,05-Mar-20 10.38.51.113376 AM
N,a,a,a,2,05-Mar-20 10.48.48.976312 AM
Y,a,a,a,2,05-Mar-20 11.20.16.840911 AM
N,a,a,a,2,05-Mar-20 11.30.09.456150 AM
Y,c,c,c,3,05-Mar-20 05.53.51.761558 PM
N,c,c,c,3,05-Mar-20 06.14.18.486018 PM
Y,a,a,a,2,08-Mar-20 11.30.36.925109 PM
N,a,a,a,2,08-Mar-20 11.40.27.955882 PM
Y,a,a,a,2,09-Mar-20 12.11.37.791739 AM
N,a,a,a,2,09-Mar-20 12.21.31.190977 AM
Y,c,c,c,3,09-Mar-20 06.12.40.317146 AM
N,c,c,c,3,09-Mar-20 06.33.02.898123 AM
Y,a,a,a,2,12-Mar-20 07.06.55.664439 AM
N,a,a,a,2,12-Mar-20 07.16.59.930792 AM
Y,a,a,a,2,12-Mar-20 07.47.46.473489 AM
N,a,a,a,2,12-Mar-20 07.57.56.910265 AM
Y,c,c,c,3,12-Mar-20 01.40.52.208828 PM
N,c,c,c,3,12-Mar-20 01.59.19.719687 PM
Y,a,a,a,2,15-Mar-20 06.01.56.118552 PM
N,a,a,a,2,15-Mar-20 06.11.51.789987 PM
Y,a,a,a,2,15-Mar-20 06.40.30.610802 PM
N,a,a,a,2,15-Mar-20 06.50.19.104453 PM
Y,c,c,c,3,16-Mar-20 12.58.03.073565 AM
N,c,c,c,3,16-Mar-20 01.16.02.819494 AM
Y,a,a,a,2,19-Mar-20 08.08.30.236517 AM
N,a,a,a,2,19-Mar-20 08.18.29.118221 AM
Y,a,a,a,2,19-Mar-20 08.48.55.346904 AM
N,a,a,a,2,19-Mar-20 08.59.09.396872 AM
Y,c,c,c,3,19-Mar-20 03.05.21.595419 PM
N,c,c,c,3,19-Mar-20 03.26.21.360945 PM
Y,a,a,a,2,22-Mar-20 02.16.11.092393 PM
N,a,a,a,2,22-Mar-20 02.26.25.244470 PM
Y,a,a,a,2,22-Mar-20 02.56.47.734880 PM
N,a,a,a,2,22-Mar-20 03.06.52.857364 PM
Y,c,c,c,3,22-Mar-20 08.36.18.788846 PM
N,c,c,c,3,22-Mar-20 08.55.26.706145 PM
Y,a,a,a,2,25-Mar-20 01.16.03.461417 PM
N,a,a,a,2,25-Mar-20 01.26.13.457370 PM
Y,a,a,a,2,25-Mar-20 01.56.41.971021 PM
N,a,a,a,2,25-Mar-20 02.06.53.173018 PM
Y,c,c,c,3,25-Mar-20 08.04.28.888371 PM
N,c,c,c,3,25-Mar-20 08.24.43.357398 PM
Y,a,a,a,2,29-Mar-20 09.45.23.876748 AM
N,a,a,a,2,29-Mar-20 09.55.33.825212 AM
Y,a,a,a,2,29-Mar-20 10.26.56.274416 AM
N,a,a,a,2,29-Mar-20 10.37.02.443611 AM
Y,c,c,c,3,29-Mar-20 03.57.33.011862 PM
N,c,c,c,3,29-Mar-20 04.17.31.380850 PM
Y,a,a,a,2,02-Apr-20 03.58.53.761376 AM
N,a,a,a,2,02-Apr-20 04.08.55.338486 AM
Y,a,a,a,2,02-Apr-20 04.38.22.476719 AM
N,a,a,a,2,02-Apr-20 04.48.23.616019 AM
Y,c,c,c,3,02-Apr-20 09.59.23.894218 AM
N,c,c,c,3,02-Apr-20 10.19.33.680424 AM
Y,a,a,a,2,05-Apr-20 04.35.14.961193 PM
N,a,a,a,2,05-Apr-20 04.45.34.717304 PM
Y,a,a,a,2,05-Apr-20 05.16.18.718328 PM
N,a,a,a,2,05-Apr-20 05.26.27.800472 PM
Y,c,c,c,3,05-Apr-20 11.39.38.481114 PM
N,c,c,c,3,05-Apr-20 11.59.37.059757 PM
Y,a,a,a,2,09-Apr-20 06.09.59.118592 AM
N,a,a,a,2,09-Apr-20 06.20.00.583575 AM
Y,a,a,a,2,09-Apr-20 06.51.33.010212 AM
N,a,a,a,2,09-Apr-20 07.01.16.689756 AM
Y,c,c,c,3,09-Apr-20 12.29.18.376812 PM
N,c,c,c,3,09-Apr-20 12.48.56.166389 PM
Y,a,a,a,2,12-Apr-20 12.44.40.809974 PM
N,a,a,a,2,12-Apr-20 12.55.05.198429 PM
Y,a,a,a,2,12-Apr-20 01.26.10.971231 PM
N,a,a,a,2,12-Apr-20 01.36.02.074589 PM
Y,c,c,c,3,12-Apr-20 07.06.07.134822 PM
N,c,c,c,3,12-Apr-20 07.25.41.754716 PM
Y,a,a,a,2,15-Apr-20 11.56.52.574644 PM
N,a,a,a,2,16-Apr-20 12.06.55.114308 AM
Y,a,a,a,2,16-Apr-20 12.35.32.196642 AM
N,a,a,a,2,16-Apr-20 12.45.41.914419 AM
Y,c,c,c,3,16-Apr-20 05.58.32.309145 AM
N,c,c,c,3,16-Apr-20 06.17.02.864057 AM
Y,a,a,a,2,19-Apr-20 04.18.05.253411 AM
N,a,a,a,2,19-Apr-20 04.27.29.592045 AM
Y,a,a,a,2,19-Apr-20 04.57.54.236627 AM
N,a,a,a,2,19-Apr-20 05.07.41.579405 AM
Y,c,c,c,3,19-Apr-20 11.44.43.646769 AM
N,c,c,c,3,19-Apr-20 12.04.32.899236 PM
Y,a,a,a,2,22-Apr-20 09.08.57.323887 AM
N,a,a,a,2,22-Apr-20 09.19.14.014901 AM
Y,a,a,a,2,22-Apr-20 09.49.26.440340 AM
N,a,a,a,2,22-Apr-20 09.59.18.077302 AM
Y,c,c,c,3,22-Apr-20 04.17.45.067015 PM
N,c,c,c,3,22-Apr-20 04.36.48.384340 PM
Y,a,a,a,2,25-Apr-20 05.06.25.771361 PM
N,a,a,a,2,25-Apr-20 05.16.38.453150 PM
Y,a,a,a,2,25-Apr-20 05.46.29.172400 PM
N,a,a,a,2,25-Apr-20 05.56.46.545265 PM
Y,c,c,c,3,26-Apr-20 12.20.34.299747 AM
N,c,c,c,3,26-Apr-20 12.40.47.747068 AM
Y,a,a,a,2,29-Apr-20 11.31.01.965660 AM
N,a,a,a,2,29-Apr-20 11.40.48.986199 AM
Y,a,a,a,2,29-Apr-20 12.10.54.788818 PM
N,a,a,a,2,29-Apr-20 12.21.00.673630 PM
Y,c,c,c,3,29-Apr-20 06.50.17.225520 PM
N,c,c,c,3,29-Apr-20 07.09.57.599086 PM
Y,a,a,a,2,02-May-20 02.19.18.471236 PM
N,a,a,a,2,02-May-20 02.29.18.303694 PM
Y,a,a,a,2,02-May-20 03.00.07.968128 PM
N,a,a,a,2,02-May-20 03.10.07.286675 PM
Y,c,c,c,3,02-May-20 08.15.23.045453 PM
N,c,c,c,3,02-May-20 08.35.33.032110 PM
Y,a,a,a,2,06-May-20 02.19.57.533026 AM
N,a,a,a,2,06-May-20 02.29.54.509695 AM
Y,a,a,a,2,06-May-20 02.59.26.762781 AM
N,a,a,a,2,06-May-20 03.09.29.450257 AM
Y,c,c,c,3,06-May-20 08.46.43.126011 AM
N,c,c,c,3,06-May-20 09.05.23.137285 AM
Y,a,a,a,2,09-May-20 08.29.23.208599 PM
N,a,a,a,2,09-May-20 08.39.22.116067 PM
Y,a,a,a,2,09-May-20 09.09.55.340669 PM
N,a,a,a,2,09-May-20 09.19.51.749843 PM
Y,c,c,c,3,10-May-20 03.05.59.207443 AM
N,c,c,c,3,10-May-20 03.25.42.495687 AM
Y,a,a,a,2,13-May-20 10.31.20.542297 AM
N,a,a,a,2,13-May-20 10.41.34.121992 AM
Y,a,a,a,2,13-May-20 11.10.14.353647 AM
N,a,a,a,2,13-May-20 11.20.07.506251 AM
Y,c,c,c,3,13-May-20 05.50.14.437673 PM
N,c,c,c,3,13-May-20 06.10.22.288702 PM
Y,a,a,a,2,16-May-20 11.41.40.365406 PM
N,a,a,a,2,16-May-20 11.51.45.087714 PM
Y,a,a,a,2,17-May-20 12.20.47.964896 AM
N,a,a,a,2,17-May-20 12.31.02.764863 AM
Y,c,c,c,3,17-May-20 07.07.34.244506 AM
N,c,c,c,3,17-May-20 07.28.09.805829 AM
Y,a,a,a,2,20-May-20 09.30.02.745822 AM
N,a,a,a,2,20-May-20 09.40.04.156873 AM
Y,a,a,a,2,20-May-20 10.10.32.791342 AM
N,a,a,a,2,20-May-20 10.20.21.921021 AM
Y,c,c,c,3,20-May-20 04.46.54.253534 PM
N,c,c,c,3,20-May-20 05.07.02.351575 PM
Y,a,a,a,2,23-May-20 12.04.08.419704 PM
N,a,a,a,2,23-May-20 12.14.15.561864 PM
Y,a,a,a,2,23-May-20 12.43.42.094789 PM
N,a,a,a,2,23-May-20 12.53.34.837011 PM
Y,c,c,c,3,23-May-20 07.26.18.269700 PM
N,c,c,c,3,23-May-20 07.46.12.580221 PM
Y,a,a,a,2,26-May-20 07.12.18.155671 PM
N,a,a,a,2,26-May-20 07.22.32.081866 PM
Y,a,a,a,2,26-May-20 07.52.00.302686 PM
N,a,a,a,2,26-May-20 08.01.42.150114 PM
Y,c,c,c,3,27-May-20 02.47.01.773623 AM
N,c,c,c,3,27-May-20 03.07.10.923284 AM
Y,a,a,a,2,30-May-20 01.45.01.597970 AM
N,a,a,a,2,30-May-20 01.55.01.819774 AM
Y,a,a,a,2,30-May-20 02.24.38.878633 AM
N,a,a,a,2,30-May-20 02.34.48.515135 AM
Y,c,c,c,3,30-May-20 08.57.55.168840 AM
N,c,c,c,3,30-May-20 09.18.28.228669 AM
Y,a,a,a,2,02-Jun-20 09.10.55.699468 AM
N,a,a,a,2,02-Jun-20 09.20.43.301270 AM
Y,a,a,a,2,02-Jun-20 09.49.44.266336 AM
N,a,a,a,2,02-Jun-20 10.00.00.913119 AM
Y,c,c,c,3,02-Jun-20 02.53.34.886005 PM
N,c,c,c,3,02-Jun-20 03.13.08.159613 PM
Y,a,a,a,2,05-Jun-20 02.58.49.814807 PM
N,a,a,a,2,05-Jun-20 03.08.41.194432 PM
Y,a,a,a,2,05-Jun-20 03.39.04.482362 PM
N,a,a,a,2,05-Jun-20 03.49.05.760579 PM
Y,c,c,c,3,05-Jun-20 09.37.49.790732 PM
N,c,c,c,3,05-Jun-20 09.58.48.849219 PM
Y,a,a,a,2,08-Jun-20 11.05.27.285389 PM
N,a,a,a,2,08-Jun-20 11.15.54.224895 PM
Y,a,a,a,2,08-Jun-20 11.46.21.868379 PM
N,a,a,a,2,08-Jun-20 11.56.08.884528 PM
Y,c,c,c,3,09-Jun-20 05.14.33.408567 AM
N,c,c,c,3,09-Jun-20 05.34.43.641728 AM
Y,a,a,a,2,12-Jun-20 08.24.05.772266 AM
N,a,a,a,2,12-Jun-20 08.33.57.297933 AM
Y,a,a,a,2,12-Jun-20 09.03.11.452472 AM
N,a,a,a,2,12-Jun-20 09.13.05.382668 AM
Y,c,c,c,3,12-Jun-20 03.03.05.468801 PM
N,c,c,c,3,12-Jun-20 03.23.40.437653 PM
Y,a,a,a,2,15-Jun-20 06.12.28.860246 PM
N,a,a,a,2,15-Jun-20 06.22.28.181596 PM
